Name,Genres
Dancin' Thru the Dark,['Comedy']
Liam,['Drama']
2 Days in the Valley,['Comedy']
Ánimas Trujano,['Drama']
Lifeforce,"['Horror', 'Adventure']"
The United States of Leland,['Drama']
Murder in the First,['Drama']
Beavis and Butt-head Do America,['Comedy']
Deterrence,"['Mystery', 'Drama', 'Action']"
Gamera vs. Guiron,[]
The Men Who Tread On the Tiger's Tail,"['Adventure', 'Drama']"
Flying Wild,['Comedy']
PCU,"['Parody', 'Comedy']"
Rock Star,"['Musical', 'Drama', 'Comedy']"
The Hairy Bird,['Comedy']
She's Having a Baby,"['Drama', 'Comedy']"
Pride of the Bowery,"['Sports', 'Comedy']"
Grosse Pointe Blank,['Comedy']
The Mortal Storm,['Drama']
Eight Men Out,"['Sports', 'Drama']"
Alatriste,['Adventure']
Inferno,['Drama']
Pink Floyd The Wall,"['Musical', 'Drama']"
The Pink Panther Strikes Again,"['Parody', 'Comedy']"
Le Déclin de l'empire américain,"['Drama', 'Comedy']"
Foxy Brown,['Action']
Pokémon: Jirachi Wishmaker,"['Fantasy', 'Action']"
"Yours, Mine and Ours","['Drama', 'Comedy']"
Vera Cruz,[]
She's Gotta Have It,"['Drama', 'Comedy']"
Heaven & Earth,"['Drama', 'Action']"
Returner,[]
7:35 de la Mañana,['Musical']
Herbie: Fully Loaded,"['Sports', 'Adventure', 'Fantasy', 'Comedy', 'Action']"
"Hitler, Beast of Berlin",['Drama']
Over the Top,"['Sports', 'Action', 'Drama']"
Slums of Beverly Hills,"['Comedy', 'Drama']"
The Cars that Ate Paris,"['Horror', 'Adventure', 'Mystery', 'Comedy', 'Action']"
Map of the Human Heart,['Drama']
Born into Brothels: Calcutta's Red Light Kids,[]
Faust,"['Fantasy', 'Drama']"
Fight Back to School III,['Comedy']
Major Payne,['Comedy']
Invasion U.S.A.,['Action']
The Journey of Natty Gann,['Adventure']
Four Days in September,['Drama']
Hustler White,"['Drama', 'Comedy']"
The Edukators,"['Comedy', 'Drama']"
Snake Eyes,"['Mystery', 'Drama']"
Torn Curtain,[]
Prince of Bel Air,['Comedy']
Medical Center,['Drama']
Kull the Conqueror,"['Adventure', 'Fantasy']"
Pokémon: Lucario and the Mystery of Mew,['Adventure']
Dark Blood,[]
My Sassy Girl,[]
Forever Young,"['Adventure', 'Fantasy', 'Drama']"
The Chipmunk Adventure,['Adventure']
Pump Up the Volume,"['Drama', 'Comedy']"
Beyond Citizen Kane,[]
The Dark Corner,"['Mystery', 'Drama']"
The Shanghai Gesture,"['Mystery', 'Drama']"
The Big Heat,['Drama']
The Big Combo,['Drama']
The Money Pit,"['Musical', 'Comedy']"
Dragon Ball Z: Broly – The Legendary Super Saiyan,['Action']
If These Walls Could Talk 2,['Drama']
Saraband,"['Musical', 'Drama']"
The Saint,['Action']
Swept Away,['Comedy']
Between Showers,['Comedy']
A Busy Day,['Comedy']
Care Bears Movie II: A New Generation,[]
Save the Last Dance,['Drama']
The Set-Up,"['Sports', 'Drama']"
The Hills Have Eyes,['Horror']
Mr. & Mrs. Smith,['Comedy']
Eragon,"['Adventure', 'Drama', 'Fantasy', 'Action']"
The Narrow Margin,"['Mystery', 'Drama']"
Mangal Pandey: The Rising,['Drama']
The Red Balloon,['Fantasy']
Liebestraum,"['Mystery', 'Drama']"
The Jacket,"['Mystery', 'Drama', 'Fantasy']"
The Jacksons: An American Dream,['Drama']
The Celebration,['Drama']
Nuts in May,['Drama']
Family Plot,"['Mystery', 'Comedy']"
I'm Gonna Git You Sucka,"['Parody', 'Comedy', 'Action']"
Tale of the Mummy,"['Horror', 'Adventure', 'Fantasy']"
Cube Zero,['Horror']
Saboteur,"['Mystery', 'Action']"
The Harder They Come,['Drama']
The Remains of the Day,['Drama']
Stir of Echoes,"['Horror', 'Mystery']"
The Dangerous Lives of Altar Boys,['Drama']
A Man from the Boulevard des Capuchines,['Comedy']
Beta,"['Musical', 'Drama', 'Comedy']"
Staying Alive,"['Musical', 'Drama']"
Joseph: King of Dreams,['Adventure']
Deewana,[]
Raju Ban Gaya Gentleman,['Drama']
Yes Boss,"['Drama', 'Comedy']"
Reptilicus,"['Horror', 'Fantasy']"
The Musketeer,"['Adventure', 'Drama', 'Action']"
The Wrong Man,['Drama']
El espíritu de la colmena,['Drama']
Poor Little Rich Girl,[]
The Assassination of Richard Nixon,['Drama']
Monsieur Hulot's Holiday,['Comedy']
CQ,"['Drama', 'Comedy']"
Under Capricorn,['Drama']
Black Christmas,"['Horror', 'Mystery']"
Street Fighter II: The Animated Movie,['Action']
Yellow Hair 2,['Drama']
Tiny Toon Adventures: How I Spent My Vacation,"['Comedy', 'Drama', 'Adventure']"
Dear Frankie,['Drama']
Lenin in Paris,['Drama']
Martin,"['Drama', 'Horror']"
Black Robe,"['Drama', 'Adventure']"
An American in Paris,['Musical']
Catch and Release,"['Drama', 'Comedy']"
Jason's Lyric,['Drama']
Dream On!,['Drama']
An Ideal Husband,"['Drama', 'Comedy']"
The Blue Angel,"['Drama', 'Musical']"
Very Bad Things,['Comedy']
The Care Bears Adventure in Wonderland,"['Musical', 'Fantasy']"
Iria: Zeiram the Animation,"['Action', 'Horror']"
La Symphonie pastorale,['Drama']
Kundun,"['Biography', 'Drama']"
Phantom of the Paradise,"['Horror', 'Musical', 'Comedy']"
Small Change,"['Drama', 'Comedy']"
Lonelyhearts,['Drama']
The High and the Mighty,"['Adventure', 'Drama', 'Action']"
Broken Lance,['Drama']
Executive Suite,['Drama']
Torch Song,"['Musical', 'Drama']"
The Mating Season,['Comedy']
The Roman Spring of Mrs. Stone,['Drama']
"Hush… Hush, Sweet Charlotte","['Horror', 'Mystery']"
Inside Daisy Clover,['Drama']
Broadway Melody of 1938,['Musical']
Peluca,[]
Umrao Jaan,"['Musical', 'Drama']"
Way Out West,['Comedy']
I Not Stupid,"['Drama', 'Comedy']"
Turbo: A Power Rangers Movie,"['Adventure', 'Action']"
Demon Seed,['Horror']
Return to Never Land,['Fantasy']
The Hollywood Knights,['Comedy']
The Pentagon Wars,[]
The Million Dollar Hotel,"['Mystery', 'Drama']"
Heartbreak Ridge,"['Action', 'Drama']"
Encino Man,['Comedy']
Distant Shadow,[]
Love's Brother,['Drama']
Tom White,['Drama']
I'll Sleep When I'm Dead,"['Mystery', 'Drama']"
Dancing Romeo,['Comedy']
Intolerable Cruelty,"['Drama', 'Comedy']"
Rooster Cogburn,"['Action', 'Comedy', 'Adventure']"
"Goodbye, Dragon Inn","['Drama', 'Comedy']"
Sesame Street presents Follow That Bird,"['Adventure', 'Musical', 'Drama', 'Comedy']"
Almost Heroes,"['Comedy', 'Adventure']"
Project Grizzly,['Comedy']
Ice Princess,"['Sports', 'Drama', 'Comedy']"
Bewitched,"['Fantasy', 'Comedy']"
The Upside of Anger,"['Drama', 'Comedy']"
Scooby-Doo in Arabian Nights,['Fantasy']
Thunderbirds Are GO,"['Adventure', 'Drama']"
Thunderbird 6,"['Adventure', 'Drama', 'Action']"
The Believer,['Drama']
Revolution,['Drama']
Peking Opera Blues,"['Drama', 'Comedy']"
Chicken Ranch,['Biography']
The Ballad of Jack and Rose,['Drama']
Bigger Than the Sky,"['Drama', 'Comedy']"
Po Mo Knock Knock,[]
Smile,['Drama']
Silver Bullet,['Horror']
The Invisible Man,"['Horror', 'Action']"
The Woodsman,['Drama']
Champagne Charlie,"['Musical', 'Drama', 'Comedy']"
Noel,['Drama']
Animalympics,[]
Little Black Book,"['Parody', 'Drama', 'Comedy']"
Moon Child,"['Horror', 'Action']"
Prefontaine,"['Biography', 'Sports', 'Drama']"
Kung Fu Hustle,"['Parody', 'Comedy', 'Action']"
This Gun for Hire,"['Mystery', 'Drama']"
Behind the Sun,['Drama']
Frailty,"['Horror', 'Mystery', 'Drama']"
Two or Three Things I Know About Her,['Drama']
Prospero's Books,"['Drama', 'Fantasy']"
Afghan Breakdown,[]
Pride,"['Musical', 'Drama']"
Zanjeer,['Musical']
Walk on Water,['Drama']
Never Die Alone,"['Mystery', 'Action']"
Agatha,['Drama']
White Zombie,['Horror']
Fresh,['Drama']
Final Fantasy: Legend of the Crystals,['Drama']
A Scanner Darkly,['Drama']
Fun in Acapulco,"['Musical', 'Drama', 'Comedy']"
Call Northside 777,['Drama']
Panic in the Streets,['Drama']
Encrypt,['Action']
Halloween Resurrection,['Horror']
Kadhalan,['Drama']
The 27th Day,[]
Brush with Fate,"['Mystery', 'Drama']"
The Woman in the Window,['Drama']
Hairspray,"['Musical', 'Comedy']"
Criss Cross,"['Mystery', 'Drama']"
Hating Alison Ashley,['Comedy']
Freaked,"['Parody', 'Comedy']"
The Rookie,"['Sports', 'Drama']"
Calling All Engines,[]
Forgiveness,['Drama']
Much Ado About Nothing,"['Drama', 'Comedy']"
They Might Be Giants,"['Mystery', 'Comedy']"
Hiroshima Mon Amour,['Drama']
Supergirl,"['Action', 'Fantasy', 'Adventure']"
Find Me Guilty,"['Drama', 'Comedy']"
Electra Glide in Blue,"['Action', 'Drama']"
Clear and Present Danger,['Action']
Dark Water,['Horror']
Cromwell,"['Biography', 'Drama']"
No Way Out,['Drama']
Ticket to Heaven,['Drama']
Bushwhacked,"['Action', 'Comedy']"
Marooned,['Adventure']
Downhill,"['Drama', 'Adventure']"
The Yankee Doodle Mouse,['Comedy']
Popeye the Sailor Meets Sindbad the Sailor,[]
Popeye the Sailor Meets Ali Baba's Forty Thieves,[]
Aladdin and His Wonderful Lamp,"['Action', 'Comedy']"
Money Talks,"['Action', 'Comedy']"
Deep Shock,['Horror']
"What's Up, Tiger Lily?","['Parody', 'Comedy']"
Mighty Joe Young,"['Drama', 'Fantasy']"
The Curse of the Cat People,"['Horror', 'Fantasy']"
Scared Stiff,"['Musical', 'Comedy']"
Cypher,[]
Number Seventeen,"['Mystery', 'Drama']"
Rich and Strange,"['Comedy', 'Adventure']"
The Last Dragon,"['Musical', 'Drama', 'Comedy', 'Action']"
5 Fingers,['Drama']
No Holds Barred,['Action']
The Seventh Bullet,['Adventure']
Brokeback Mountain,['Drama']
The Krays,"['Biography', 'Drama']"
The Elusive Avengers,"['Adventure', 'Comedy', 'Action']"
Dersu Uzala,"['Drama', 'Adventure']"
Nightwatch,"['Horror', 'Mystery', 'Drama', 'Action']"
The Five Heartbeats,"['Musical', 'Drama']"
Year of the Dragon,"['Drama', 'Action']"
Raja Hindustani,['Drama']
How to Steal a Million,['Comedy']
Thunderbolt,['Action']
Barnens Ö,['Drama']
The Prisoner of Second Avenue,['Comedy']
The Extra Girl,['Comedy']
Karan Arjun,"['Action', 'Fantasy', 'Comedy']"
A Zed & Two Noughts,['Drama']
Godzilla 2000: Millennium,[]
Billy the Kid and the Green Baize Vampire,"['Musical', 'Drama']"
Hard Target,['Action']
2009 Lost Memories,['Action']
Stepmom,['Drama']
Shadowlands,"['Biography', 'Drama']"
Niagara,"['Mystery', 'Drama']"
Saathiya,"['Musical', 'Drama']"
Baadshah,['Musical']
The Stranger,"['Mystery', 'Drama']"
Les Vampires,[]
The Purple Rose of Cairo,"['Fantasy', 'Comedy', 'Drama']"
Dante's Inferno,['Drama']
The Cuckoo,"['Drama', 'Comedy']"
The Two Jakes,"['Mystery', 'Drama']"
Caesar and Cleopatra,['Drama']
The Hedgehog in the Fog,[]
Near Dark,['Horror']
Fandango,['Comedy']
America at 10 mph,[]
The Decline of Western Civilization III,[]
Ace in the Hole,['Drama']
Used Cars,"['Parody', 'Comedy', 'Action']"
City on Fire,[]
Let It Ride,"['Sports', 'Comedy']"
"C'est la vie, mon chéri",['Drama']
At Home Among Strangers,"['Action', 'Drama']"
Saw II,"['Mystery', 'Horror']"
A Wild Hare,['Comedy']
The Young Poisoner's Handbook,"['Drama', 'Comedy']"
Walk the Line,"['Biography', 'Musical', 'Drama']"
Valiant,"['Adventure', 'Comedy']"
"Oh, Mr Porter!",['Comedy']
The Interpreter,"['Mystery', 'Drama']"
Saint Joan,['Drama']
From the Drain,[]
Red Hot Riding Hood,['Comedy']
Lady in the Water,"['Mystery', 'Fantasy', 'Comedy']"
He Got Game,"['Sports', 'Drama']"
"Masculin, féminin",['Drama']
Une Femme Est une Femme,"['Drama', 'Comedy']"
Ram Teri Ganga Maili,"['Musical', 'Drama']"
The Big Sleep,['Mystery']
The Big Sleep,"['Mystery', 'Drama']"
Flight of the Navigator,"['Adventure', 'Action']"
The Sugarland Express,"['Adventure', 'Drama', 'Action']"
Godzilla vs. Megaguirus,['Action']
Mare Nostrum,[]
Return to Glennascaul,['Horror']
Mississippi Mermaid,['Drama']
Easy Virtue,['Drama']
Champagne,['Comedy']
The Even Chance,[]
Siberiade,['Drama']
The Sixth,[]
Hearts in Atlantis,['Drama']
Gangster No. 1,"['Drama', 'Action']"
Sliding Doors,"['Fantasy', 'Comedy', 'Drama']"
A Generation,['Drama']
Dil To Pagal Hai,"['Musical', 'Drama', 'Comedy']"
Assassin of Youth,"['Parody', 'Drama', 'Comedy']"
The Apple Dumpling Gang,"['Drama', 'Comedy']"
Nothing in Common,"['Drama', 'Comedy']"
April Snow,['Drama']
The Pompatus of Love,['Comedy']
Roujin Z,[]
Guess Who,['Comedy']
A Clockwork Orange,['Drama']
Alfalfa's Aunt,['Comedy']
Shadow,"['Drama', 'Action']"
Operation Dumbo Drop,"['Adventure', 'Comedy']"
Elizabethtown,"['Drama', 'Comedy']"
Zero Hour!,['Action']
"After Dark, My Sweet","['Mystery', 'Drama']"
Odds Against Tomorrow,['Drama']
The Long Night,['Drama']
The Game of Their Lives,"['Sports', 'Drama']"
Just My Luck,"['Fantasy', 'Comedy']"
Screaming Mimi,"['Mystery', 'Drama']"
The Allnighter,['Comedy']
Night Train,"['Mystery', 'Drama']"
Deliver Us from Eva,"['Drama', 'Comedy']"
Carbon Copy,"['Drama', 'Comedy']"
White Men Can't Jump,"['Sports', 'Drama', 'Comedy']"
So Dear to My Heart,[]
Mother Joan of the Angels,"['Drama', 'Horror']"
Night Moves,['Mystery']
Only the Strong,['Action']
Billy Budd,"['Action', 'Drama', 'Adventure']"
The Place Promised in Our Early Days,"['Fantasy', 'Drama', 'Action']"
Musafir,"['Drama', 'Action']"
A Kiss Before Dying,['Drama']
Embrace of the Vampire,['Horror']
A Little Romance,['Comedy']
Tetsuo: The Iron Man,['Horror']
Dark Passage,['Drama']
8 Million Ways to Die,['Mystery']
Swimming with Sharks,"['Drama', 'Comedy']"
Mission Stardust,['Adventure']
School's Out! The Musical,['Musical']
The Phantom of the Opera,['Horror']
Stay Tuned,"['Parody', 'Horror', 'Adventure', 'Musical', 'Fantasy', 'Comedy']"
Life,"['Drama', 'Comedy', 'Action']"
The Brother from Another Planet,"['Drama', 'Comedy']"
Gilda,['Drama']
A Man Apart,"['Drama', 'Action']"
Strike It Rich,[]
Fair Game,['Action']
Five Corners,"['Drama', 'Comedy']"
God of Cookery,"['Action', 'Comedy']"
Phantom Below,"['Action', 'Drama']"
Attack of the Giant Leeches,['Horror']
Insignificance,"['Parody', 'Drama', 'Comedy']"
The Cutting Edge,"['Sports', 'Drama', 'Comedy']"
Help! I'm a Fish,"['Adventure', 'Fantasy', 'Comedy', 'Drama']"
Hum Tum,"['Musical', 'Drama', 'Comedy']"
Police Academy 5: Assignment Miami Beach,"['Action', 'Comedy']"
Robinson Crusoe on Mars,"['Drama', 'Adventure']"
Harlem Nights,"['Drama', 'Comedy', 'Action']"
The Girl on the Bridge,"['Drama', 'Comedy']"
What a Way to Go!,"['Parody', 'Musical', 'Comedy']"
102 Dalmatians,"['Adventure', 'Comedy']"
Teacher's Pet,['Comedy']
The Family Stone,"['Drama', 'Comedy']"
Little Buddha,['Drama']
Socialism,['Drama']
The Mudge Boy,['Drama']
Pups Is Pups,['Comedy']
Alpha Dog,['Drama']
Imaginary Heroes,['Drama']
The Enchanted Cottage,"['Fantasy', 'Drama']"
Lords of Dogtown,"['Sports', 'Drama']"
Men of Honor,"['Biography', 'Drama']"
Unleashed,"['Drama', 'Action']"
Black Cloud,"['Sports', 'Drama']"
Yogen,['Horror']
Tony Takitani,['Drama']
The Twilight Samurai,"['Drama', 'Action']"
The Street Fighter,['Action']
"Au revoir, les enfants",['Drama']
Leprechaun,"['Horror', 'Comedy']"
White Mischief,['Drama']
Tais-toi!,['Comedy']
Hangar 18,"['Mystery', 'Drama']"
Urban Legends: Final Cut,['Horror']
They're a Weird Mob,['Adventure']
The Boy Who Turned Yellow,['Adventure']
The Silver Fleet,[]
Sade,['Drama']
Pirates of the Caribbean: At World's End,"['Adventure', 'Fantasy', 'Comedy', 'Action']"
The Edge of the World,['Drama']
Age of Consent,['Drama']
Jeepers Creepers,"['Horror', 'Mystery']"
The Howling,"['Horror', 'Drama']"
Cooley High,['Drama']
The Grotesque,"['Drama', 'Comedy']"
Varsity Blues,"['Sports', 'Drama', 'Comedy']"
Underworld,"['Action', 'Horror']"
Willard,['Horror']
Eat the Rich,"['Parody', 'Comedy']"
Get Carter,['Action']
The Night and the Moment,['Drama']
Kansas City,"['Musical', 'Drama']"
St. Ives,['Drama']
The Hairdresser's Husband,['Drama']
Pacific Heights,['Drama']
Vertical Limit,"['Action', 'Adventure']"
Jack-Jack Attack,['Adventure']
Ender's Game,"['Action', 'Adventure']"
Odd Girl Out,['Drama']
Out of Bounds,"['Action', 'Drama']"
Duplex,['Comedy']
Alien Apocalypse,['Horror']
"Turn Left, Turn Right",[]
Secrets,[]
The One-Armed Swordsman,['Drama']
Saat Hindustani,"['Action', 'Drama', 'Adventure']"
Two of a Kind,"['Fantasy', 'Comedy']"
Lotna,['Drama']
The Mirror Crack'd,"['Mystery', 'Drama']"
My Life in Pink,"['Drama', 'Comedy']"
Desperately Seeking Brandi,[]
Big Trouble,"['Comedy', 'Action']"
Kissing Jessica Stein,"['Drama', 'Comedy']"
The Stendhal Syndrome,['Horror']
Blastfighter,"['Horror', 'Mystery', 'Drama', 'Action']"
Blood Debts,"['Action', 'Drama']"
Lantana,"['Mystery', 'Drama']"
The Monkey's Uncle,['Comedy']
The Misadventures of Merlin Jones,"['Drama', 'Comedy']"
Naked,"['Drama', 'Comedy']"
Freeway II: Confessions of a Trickbaby,['Comedy']
Naruto the Movie 2: Great Clash! The Illusionary Ruins at the Depths of the Earth,"['Adventure', 'Drama', 'Comedy', 'Fantasy']"
Baabul,"['Musical', 'Drama']"
Escape from Alcatraz,"['Drama', 'Action']"
Bulldog Drummond's Revenge,"['Mystery', 'Action']"
Born to Kill,['Drama']
Fear in the Night,"['Mystery', 'Drama']"
Loving You,"['Musical', 'Drama']"
Life-Size,"['Fantasy', 'Comedy']"
Frankenstein,['Horror']
G.I. Blues,['Musical']
Twin Town,['Comedy']
The End,['Comedy']
Pervirella,"['Parody', 'Adventure', 'Fantasy', 'Comedy']"
Wild in the Country,"['Drama', 'Musical']"
Goin' Down the Road,['Drama']
Alien Hunter,['Action']
Company,"['Action', 'Drama']"
Snow Day,"['Adventure', 'Comedy']"
Son of Kong,"['Comedy', 'Action']"
"SICK: The Life & Death of Bob Flanagan, Supermasochist",[]
The End of Evangelion,"['Fantasy', 'Drama']"
Incident at Loch Ness,['Comedy']
Great White,['Horror']
Big B,"['Action', 'Drama']"
In the Heat of the Night,"['Mystery', 'Drama']"
L.I.E.,['Drama']
Every Which Way But Loose,"['Action', 'Comedy', 'Adventure']"
Amazon Women on the Moon,"['Parody', 'Comedy']"
Stuart Saves His Family,['Comedy']
Try Seventeen,['Comedy']
Élisa,['Drama']
The Squid and the Whale,"['Drama', 'Comedy']"
Angel Blade,['Action']
Last Woman on Earth,['Drama']
The Return of the Pink Panther,"['Parody', 'Comedy']"
Village of the Damned,['Horror']
Village of the Damned,['Horror']
Le Notti di Cabiria,['Drama']
Sleeping Dogs Lie,"['Mystery', 'Drama']"
Return from Witch Mountain,"['Adventure', 'Mystery', 'Fantasy']"
Space Cowboys,"['Adventure', 'Drama', 'Comedy', 'Action']"
Barfly,['Drama']
Whirlpool,['Drama']
Turner & Hooch,"['Action', 'Comedy']"
After the Rehearsal,['Drama']
Hour of the Wolf,"['Horror', 'Drama']"
A History of Violence,['Drama']
Tower of Terror,"['Parody', 'Horror', 'Comedy']"
Beauty Shop,['Comedy']
The Crime of Father Amaro,['Drama']
Series 7: The Contenders,"['Parody', 'Comedy', 'Action']"
The Decks Ran Red,['Adventure']
Ninne Pelladutha,"['Drama', 'Comedy']"
Nowhere in Africa,"['Biography', 'Drama']"
101 Dalmatians II: Patch's London Adventure,"['Adventure', 'Musical']"
Breakdown,['Action']
Smokey and the Bandit Part 3,"['Action', 'Comedy', 'Adventure']"
Vamp,"['Horror', 'Comedy']"
Night Watch,"['Horror', 'Fantasy', 'Action']"
The Gauntlet,['Action']
Shivering Shakespeare,['Comedy']
The Brave,['Drama']
Deuce Bigalow: Male Gigolo,['Comedy']
My Six Convicts,"['Drama', 'Comedy']"
Last Days,"['Biography', 'Musical', 'Drama']"
Cindy,['Musical']
Gigi,"['Musical', 'Comedy']"
Envy,['Comedy']
"Krakatoa, East of Java","['Adventure', 'Drama', 'Action']"
Problem Child 3: Junior in Love,['Comedy']
The Young Master,"['Comedy', 'Action']"
Titanic,"['Action', 'Drama']"
Black Knight,"['Adventure', 'Comedy', 'Fantasy']"
Les Misérables,['Drama']
Joi Baba Felunath,"['Adventure', 'Drama']"
The League of Gentlemen's Apocalypse,['Comedy']
Miss Congeniality 2: Armed and Fabulous,"['Action', 'Comedy']"
Intimate Relations,"['Drama', 'Comedy']"
Margaret's Museum,['Drama']
Mr. & Mrs. Smith,"['Comedy', 'Action']"
XXX: State of the Union / XXX: The Next Level,"['Adventure', 'Action']"
A Lot Like Love,"['Drama', 'Comedy']"
Kicking & Screaming,"['Sports', 'Comedy']"
Follow that Dream,"['Musical', 'Comedy']"
Mission Kashmir,"['Adventure', 'Musical', 'Drama']"
Sanshiro Sugata Part II,[]
Recess: School's Out,"['Adventure', 'Comedy']"
The Rookie,['Action']
The Killers,"['Drama', 'Mystery']"
Tarzan,"['Adventure', 'Drama']"
Crash,['Drama']
The Honeymooners,['Comedy']
Wakko's Wish,"['Adventure', 'Musical', 'Comedy']"
Forklift Driver Klaus - The First Day on the Job,"['Parody', 'Horror', 'Comedy', 'Action']"
Minotaur,['Horror']
Mission to Moscow,['Drama']
Kid Galahad,"['Sports', 'Musical']"
The Juniper Tree,['Drama']
The Toast of New Orleans,"['Musical', 'Drama']"
George Washington,['Drama']
Joint Security Area,['Drama']
Lady Vengeance,['Drama']
Live Free or Die Hard,['Action']
Love Liza,"['Drama', 'Comedy']"
Girls! Girls! Girls!,"['Musical', 'Comedy']"
Old Yeller,['Drama']
Maid in Manhattan,"['Drama', 'Comedy']"
Mayabazar,"['Drama', 'Comedy']"
The Cure,"['Adventure', 'Drama', 'Comedy']"
Je suis le seigneur du château,[]
Phantom Lady,"['Mystery', 'Drama']"
Serenade,['Musical']
Kissin' Cousins,"['Musical', 'Comedy']"
Shabd,['Drama']
The Touch,"['Action', 'Drama', 'Adventure']"
The Passion of Anna,['Drama']
Red's Dream,[]
The Rite,[]
Airplane II: The Sequel,"['Parody', 'Comedy']"
Guadalcanal Diary,['Action']
Yaadein,"['Musical', 'Drama']"
Chocolat,"['Mystery', 'Drama']"
Girl Happy,"['Musical', 'Comedy']"
Convoy,"['Action', 'Drama', 'Comedy']"
Love Ke Liye Kuchh Bhi Karega,"['Drama', 'Comedy']"
Hum Dil De Chuke Sanam,"['Musical', 'Drama', 'Comedy']"
Josh,[]
Return to the Blue Lagoon,"['Adventure', 'Drama']"
Superstar,['Comedy']
Tickle Me,"['Musical', 'Comedy']"
When in Rome,"['Adventure', 'Comedy', 'Drama']"
Pixote,['Drama']
The Worlds Strongest Guy,"['Fantasy', 'Action']"
Extreme Battle!! The Three Great Super Saiyans,[]
Dragon Ball Z: Bojack Unbound,['Action']
Puteri Gunung Ledang,"['Drama', 'Fantasy']"
Fear and Trembling,"['Drama', 'Comedy']"
Attack Force Z,"['Drama', 'Action']"
Little Witches,['Horror']
Harum Scarum,"['Musical', 'Comedy']"
Doctor in the House,"['Parody', 'Drama', 'Comedy']"
Frankie and Johnny,"['Musical', 'Drama', 'Comedy']"
"Paradise, Hawaiian Style","['Musical', 'Comedy']"
Spinout,"['Sports', 'Musical', 'Drama', 'Comedy']"
Haven,"['Drama', 'Action']"
The Private Life of Sherlock Holmes,"['Adventure', 'Mystery', 'Comedy']"
"Easy Come, Easy Go","['Musical', 'Comedy']"
The Brain That Wouldn't Die,"['Horror', 'Comedy']"
Hum Hain Rahi Pyar Ke,[]
Charulata,['Drama']
The Killers,['Drama']
Bridget Jones's Diary,"['Drama', 'Comedy']"
"Jamón, jamón",['Comedy']
Clambake,['Musical']
The Tomb of Ligeia,"['Horror', 'Drama']"
"Stay Away, Joe","['Musical', 'Comedy']"
Boom Town,"['Adventure', 'Drama', 'Comedy', 'Action']"
Biker Boyz,"['Drama', 'Action']"
The Millionairess,['Comedy']
"Live a Little, Love a Little","['Musical', 'Comedy']"
Tintorera,['Horror']
Charro!,['Drama']
The Trouble with Girls,"['Musical', 'Drama', 'Comedy']"
Cazuza - O Tempo Não Pára,[]
Wallace & Gromit: The Curse of the Were-Rabbit,"['Fantasy', 'Comedy']"
The Swarm,"['Horror', 'Action']"
The Curse of Frankenstein,['Horror']
King's Ransom,"['Action', 'Comedy']"
Smoke,"['Drama', 'Comedy']"
Novocaine,"['Drama', 'Comedy']"
Fire,['Drama']
Mickey's Once Upon a Christmas,[]
The 36th Chamber of Shaolin,['Action']
Pay Day,['Comedy']
Seven Hills of Rome,['Musical']
The Ghost and Mr. Chicken,"['Drama', 'Comedy']"
Best of Youth,['Drama']
The Amityville Horror,"['Horror', 'Mystery', 'Drama']"
Conspiracy 58,"['Sports', 'Drama', 'Comedy']"
Carry On Camping,['Comedy']
Summer of '42,['Drama']
Attack the Gas Station,"['Action', 'Comedy']"
Zubeidaa,"['Musical', 'Drama']"
Taal,['Musical']
Kaante,"['Drama', 'Action']"
Fire Birds,['Action']
From the Heart,"['Musical', 'Drama']"
Netaji Subhas Chandra Bose: The Forgotten Hero,['Drama']
Belphégor - Le fantôme du Louvre,"['Horror', 'Fantasy']"
Whisky Romeo Zulu,['Drama']
Meenaxi: A Tale of Three Cities,['Drama']
Water,"['Parody', 'Drama', 'Comedy', 'Adventure']"
The Solid Gold Cadillac,['Comedy']
Coma,['Mystery']
La Reine Margot,"['Biography', 'Drama']"
Beverly of Graustark,['Drama']
Electronic Labyrinth THX 1138:4EB,[]
Ark,"['Drama', 'Action']"
Pecker,['Comedy']
Stark Raving Mad,"['Comedy', 'Action']"
Cyrano de Bergerac,['Drama']
The Punch and Judy Man,"['Drama', 'Comedy']"
Mr. Mom,['Comedy']
The Hand of Fear,[]
The Magdalene Sisters,['Drama']
More American Graffiti,"['Comedy', 'Drama']"
Escape to Victory,['Drama']
Phantasm,['Horror']
According to Spencer,['Comedy']
The Crippled Masters,"['Action', 'Drama']"
The Changeling,"['Mystery', 'Horror']"
The Hanging Tree,['Drama']
Not Without My Daughter,['Drama']
Blood Sucking Freaks,['Horror']
Kansas City Confidential,"['Mystery', 'Drama']"
The Reflecting Skin,"['Drama', 'Horror']"
Armaan,"['Drama', 'Comedy']"
The Glenn Miller Story,"['Biography', 'Musical', 'Drama']"
The Adventures of André and Wally B.,[]
Rookie of the Year,"['Sports', 'Fantasy', 'Comedy']"
Diabolical Tales: Part I,['Comedy']
Where the Boys Are,['Comedy']
Manichitrathazhu,"['Horror', 'Comedy']"
Coneheads,"['Parody', 'Comedy']"
A Bill of Divorcement,['Drama']
A Grande Arte,['Drama']
Tell Them Willie Boy Is Here,['Drama']
The Cat from Outer Space,['Comedy']
Chopin: Desire for Love,"['Biography', 'Drama']"
Stir Crazy,"['Comedy', 'Action']"
The Gathering Storm,"['Biography', 'Drama']"
