Name,Genres
Divine Secrets of the Ya-Ya Sisterhood,[]
Nightmares and Dreamscapes,['Horror']
Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,[]
Karlsson on the Roof,['Classics']
Tourist Season,"['Mystery', 'Mystery']"
The Song of Bernadette,"['Historical', 'Classics']"
"The A.B.C. Murders (Hercule Poirot, #13)","['Mystery', 'Mystery', 'Classics']"
Fences (The Century Cycle #6),"['Drama', 'Classics', 'Academic', 'Academic']"
"Moominsummer Madness (The Moomins, #5)","['Fantasy', 'Classics']"
"Tales of a Fourth Grade Nothing (Fudge, #1)",[]
Hearts in Atlantis,"['Horror', 'Fantasy']"
The Waste Land and Other Poems,['Classics']
Better Homes and Gardens New Cook Book,[]
A Perfect Spy,['Mystery']
A Stone for Danny Fisher,"['Romance', 'Drama', 'Mystery']"
"Right Ho, Jeeves (Jeeves, #6)",['Classics']
Beau Geste (Beau Geste #1),"['Classics', 'Adventure', 'Historical', 'Mystery']"
Dead Poets Society,['Classics']
The Acid House,['Mystery']
If the River Was Whiskey,[]
Three Trapped Tigers,[]
"Opened Ground: Selected Poems, 1966-1996",['Classics']
The Scramble for Africa: The White Man's Conquest of the Dark Continent from 1876 to 1912,[]
The Gods Themselves,"['Science', 'Science', 'Classics', 'Fantasy', 'Science']"
The Subterraneans,['Classics']
"The Citadel of the Autarch (The Book of the New Sun, #4)","['Fantasy', 'Science']"
Under the Volcano,['Classics']
"Jane Austen: Pride and Prejudice, Mansfield Park, Persuasion","['Classics', 'Romance']"
Evening Class,['Romance']
"Magician: Apprentice (The Riftwar Saga, #1)","['Fantasy', 'Fantasy', 'Fantasy']"
Burmese Days,"['Classics', 'Historical']"
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)","['Fantasy', 'Classics']"
Laura: The Life of Laura Ingalls Wilder,"['Biography', 'Biography']"
As the Crow Flies,['Historical']
Greasy Lake & Other Stories,[]
Where Angels Fear to Tread,['Classics']
The Children of Noisy Village,['Classics']
"Along Came a Spider (Alex Cross, #1)","['Mystery', 'Mystery']"
"A Rage in Harlem (Harlem Cycle, #1)","['Mystery', 'Mystery', 'Mystery']"
Man Plus (Man Plus #1),"['Science', 'Science', 'Classics', 'Fantasy', 'Science']"
"Go Down, Moses",['Classics']
Blood Music,['Science']
The Barrytown Trilogy: The Commitments / The Snapper / The Van,[]
Half Asleep in Frog Pajamas,[]
Lincoln's Dreams,"['Science', 'Fantasy', 'Historical', 'Science']"
Το λάθος,['Classics']
"Tarzan of the Apes, Three Complete Novels: Tarzan of the Apes / The Son of Tarzan / Tarzan at the Earth's Core (Tarzan, #1, #4, #13)","['Classics', 'Fantasy']"
The Easter Parade,['Classics']
A Brief Illustrated Guide to Understanding Islam,[]
Eden Close,['Romance']
In a Dark Wood Wandering: A Novel of the Middle Ages,"['Historical', 'Historical', 'Historical']"
Death in Venice and Seven Other Stories,['Classics']
La 25e heure,[]
"Sexus (The Rosy Crucifixion, #1)",['Classics']
Streets of Laredo,['Historical']
Religion and the Rebel,[]
The Timeless Way of Building,[]
The Well of Loneliness,['Classics']
"He, She and It","['Science', 'Science']"
Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness,['Historical']
"Jimmy Corrigan, the Smartest Kid on Earth",[]
"Between Silk and Cyanide: A Codemaker's War, 1941-1945","['War', 'Biography', 'War']"
The Mysteries of Pittsburgh,[]
"This Way for the Gas, Ladies and Gentlemen",['War']
But Not the Hippopotamus,[]
დათა თუთაშხია,['Historical']
Tamarind Woman,['Historical']
"Lord Edgware Dies (Hercule Poirot, #9)","['Mystery', 'Mystery', 'Classics']"
The Outsider,['Classics']
"Beloved Prophet: The Love Letters of Kahlil Gibran and Mary Haskell, and Her Private Journal",[]
Human Development as Described in the Qur'an and Sunnah: Correlation with Modern Embryology,['Science']
Objects in Mirror Are Closer Than They Appear,[]
Holding the Man,"['Autobiography', 'Biography']"
Time's Arrow Or The Nature Of The Offence,['Historical']
بداية ونهاية,[]
The Teachings of Don Juan: A Yaqui Way of Knowledge,[]
The End of Alice,"['Horror', 'Mystery', 'Mystery']"
Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,"['Biography', 'Science']"
თეთრი ბაირაღები,['Historical']
Vidas Secas,['Classics']
High-Rise,"['Science', 'Science']"
Leviathan,[]
The Place of the Lion,"['Fantasy', 'Classics']"
God Arises: Evidence of God in Nature and in Science,[]
الإسلام بين الشرق والغرب,[]
Necronomicon: The Best Weird Tales,"['Horror', 'Fantasy', 'Classics', 'Science']"
Witness,"['Biography', 'Autobiography', 'Biography']"
"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",['Classics']
Martin Dressler: The Tale of an American Dreamer,['Historical']
Marabou Stork Nightmares,[]
Cities of Salt,['Historical']
"Deadly Decisions (Temperance Brennan, #3)","['Mystery', 'Mystery']"
The 5000 Year Leap: A Miracle That Changed the World,[]
Annie on My Mind,['Romance']
The Troubles: Ireland's Ordeal 1966-1996 and the Search for Peace,[]
Miss Nelson Is Missing!,[]
Parade's End,"['Classics', 'Historical', 'War', 'War']"
Petersburg,['Classics']
"Conversations with God: An Uncommon Dialogue, Book 1",[]
"Random Passage (Random Passage, #1)","['Historical', 'Historical']"
The Feast of Love,['Romance']
"Death du Jour (Temperance Brennan, #2)","['Mystery', 'Mystery']"
Miracles of The Qur'an,['Science']
Capitalism and Freedom,[]
The Moon and the Bonfires,['Classics']
"Pawn in Frankincense (The Lymond Chronicles, #4)","['Historical', 'Historical', 'Adventure']"
The Thurber Carnival,['Classics']
"Şeker Portakalı (Zeze, #1)",['Classics']
La Mort est mon métier,"['War', 'Classics']"
The White Castle,['Historical']
"Shogun, Part 1","['Historical', 'Classics']"
"High Couch of Silistra (Silistra, #1)","['Fantasy', 'Science']"
Protector (Known Space),['Science']
Darwin's Dangerous Idea: Evolution and the Meanings of Life,"['Science', 'Science']"
The Fixer,"['Historical', 'Classics']"
"The Evolution Man: Or, How I Ate My Father",['Historical']
"The Abhorsen Trilogy Box Set (Abhorsen, #1-3)","['Fantasy', 'Fantasy']"
Mulata,[]
The Soft Machine (The Nova Trilogy #1),['Science']
Jesus' Son,[]
"The Angel of Darkness (Dr. Laszlo Kreizler, #2)","['Mystery', 'Historical', 'Mystery', 'Historical']"
"C is for Corpse  (Kinsey Millhone, #3)","['Mystery', 'Mystery']"
Death in the Afternoon,['Classics']
The Goal: A Process of Ongoing Improvement,[]
Minoes,['Fantasy']
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,"['Horror', 'Science', 'Classics', 'Fantasy']"
Brave New World / Brave New World Revisited,"['Classics', 'Science', 'Science']"
The Collected Stories of Isaac Bashevis Singer,['Classics']
Pantaleón y las visitadoras,[]
The Evolution Deceit: The Scientific Collapse of Darwinism and its Ideological Background,['Science']
"Silverwing (Silverwing, #1)","['Fantasy', 'Adventure']"
"Rhapsody: Child of Blood (Symphony of Ages, #1)","['Fantasy', 'Fantasy', 'Fantasy']"
The House of Sleep,[]
Heat and Dust,['Historical']
The Natural,"['Sports', 'Sports', 'Classics']"
The Bronze Bow,"['Historical', 'Classics', 'Historical']"
Five Go Off in a Caravan,"['Adventure', 'Mystery']"
Peace,"['Fantasy', 'Science', 'Horror', 'Science']"
The Stream of Life,['Classics']
Curious George,[]
Двенадцать стульев,['Classics']
سمفونی مردگان,[]
The Palm at the End of the Mind: Selected Poems and a Play,"['Classics', 'Drama']"
Affliction,[]
"Sunwing (Silverwing, #2)",['Fantasy']
Doktor Glas,"['Classics', 'Mystery']"
"Parable of the Talents (Earthseed, #2)","['Science', 'Science', 'Fantasy']"
"Night Soldiers (Night Soldiers, #1)","['Historical', 'Mystery', 'War']"
Three Guineas,['Classics']
The Stories of Vladimir Nabokov,['Classics']
The Swiss Family Robinson,"['Classics', 'Adventure', 'Historical', 'Adventure', 'Classics', 'Historical']"
The Beloved Scoundrel,"['Romance', 'Romance', 'Historical', 'Historical']"
"Naruto, Vol. 02: The Worst Client (Naruto, #2)",['Fantasy']
The Female Man,"['Science', 'Classics', 'Science', 'Fantasy', 'Science']"
Interesting Times: The Play,['Fantasy']
"Five Go to Mystery Moor (The Famous Five, #13)","['Adventure', 'Mystery']"
Notes of a Dirty Old Man,[]
Election,[]
The Prophet's Methods of Correcting People's Mistakes,[]
Darwinism Refuted: How the Theory of Evolution Breaks Down in the Light of Modern Science,[]
خصائص التصور الإسلامي ومقوماته,[]
Last and First Men,"['Science', 'Classics', 'Science', 'Fantasy', 'Science']"
The Mouse and His Child,['Fantasy']
The Map of Love,['Historical']
A Room of One's Own & The Voyage Out,['Classics']
"Martin the Warrior (Redwall, #6)",['Fantasy']
Translations,"['Drama', 'Historical']"
In an Antique Land,['Autobiography']
The Game-Players of Titan,['Science']
Another Day of Life,['War']
"Sorceress of Darshiva (The Malloreon, #4)","['Fantasy', 'Fantasy', 'Science']"
"The Bull from the Sea (Theseus, #2)","['Historical', 'Fantasy', 'Historical', 'Fantasy']"
"Dark Reunion (The Vampire Diaries, #4)","['Fantasy', 'Fantasy', 'Romance']"
"Autumn Lover (Maxwells, #1) (Only, #5)","['Romance', 'Romance', 'Historical']"
"Whitney, My Love (Westmoreland, #2)","['Romance', 'Romance', 'Historical', 'Historical', 'Historical']"
Use of Weapons,['Science']
"Wolf-Speaker (Immortals, #2)","['Fantasy', 'Fantasy']"
The Shepherd,"['Historical', 'Adventure']"
Testament of Youth,"['Autobiography', 'Classics', 'Biography', 'War']"
The Importance of Living,['Classics']
King: A Street Story,[]
"Debt of Honor (Jack Ryan, #7)",['War']
Never Look Back,"['Historical', 'Romance']"
Morning Glory,"['Romance', 'Romance', 'Historical', 'Historical']"
The Garden of Eden,['Classics']
Talking to the Dead,['Mystery']
The Best Laid Plans,['Mystery']
The Red Badge of Courage & The Veteran,"['Classics', 'Historical', 'War', 'Historical']"
The Glass Palace,"['Historical', 'Historical']"
Company K,"['War', 'Historical', 'War', 'War']"
The October Country,"['Horror', 'Fantasy', 'Science', 'Classics']"
"The Redneck Manifesto: How Hillbillies, Hicks, and White Trash Became America's Scapegoats",[]
The Secret Pearl,"['Romance', 'Romance', 'Historical', 'Historical', 'Historical']"
Actrius,['Drama']
Army of Darkness,"['Horror', 'Fantasy', 'Action', 'Comedy']"
The Birth of a Nation,['Drama']
Blade Runner,['Drama']
Blazing Saddles,['Comedy']
Blue Velvet,['Mystery']
Barry Lyndon,['Drama']
Buffy the Vampire Slayer,"['Action', 'Horror', 'Comedy']"
Braveheart,"['Biography', 'Adventure', 'Drama', 'Action']"
Batman,"['Drama', 'Action']"
Batman,"['Parody', 'Fantasy', 'Comedy', 'Action']"
Batman Returns,"['Fantasy', 'Action']"
Batman & Robin,"['Fantasy', 'Action']"
Batman Forever,"['Fantasy', 'Action']"
Bride of the Monster,['Horror']
Citizen Kane,"['Mystery', 'Drama']"
"Crouching Tiger, Hidden Dragon","['Adventure', 'Fantasy', 'Drama', 'Action']"
Chariots of Fire,"['Sports', 'Drama']"
Destry Rides Again,['Comedy']
Dressed to Kill,"['Horror', 'Mystery']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Drama', 'Comedy']"
Das Boot,"['Drama', 'Action']"
The Evil Dead,['Horror']
Young and Innocent,[]
Escape from New York,['Action']
Eyes Wide Shut,"['Mystery', 'Drama']"
Enter the Dragon,"['Action', 'Drama']"
Evil Dead II,"['Horror', 'Comedy']"
Fearless,['Drama']
Flåklypa Grand Prix,[]
Four Weddings and a Funeral,['Comedy']
Final Fantasy: The Spirits Within,"['Adventure', 'Fantasy', 'Action']"
Show Me Love,"['Drama', 'Comedy']"
Full Metal Jacket,"['Drama', 'Action']"
King Kong vs. Godzilla,['Fantasy']
Godzilla vs. the Sea Monster,"['Horror', 'Fantasy']"
Son of Godzilla,"['Horror', 'Fantasy']"
Destroy All Monsters,"['Fantasy', 'Action']"
Godzilla vs. Megalon,"['Horror', 'Fantasy']"
Godzilla vs. Biollante,"['Horror', 'Fantasy']"
Terror of Mechagodzilla,"['Horror', 'Fantasy']"
Godzilla vs. King Ghidorah,['Horror']
Godzilla vs. Mothra,['Fantasy']
Godzilla,['Horror']
The Return of Godzilla,[]
Galaxy Quest,"['Action', 'Adventure', 'Comedy']"
Glen or Glenda?,"['Drama', 'Comedy']"
Heathers,['Comedy']
King Kong,"['Horror', 'Adventure', 'Action']"
Life of Brian,"['Parody', 'Comedy']"
La Jetée,['Drama']
Married... with Children,[]
Mean Streets,['Drama']
Monty Python and the Holy Grail,"['Parody', 'Adventure', 'Comedy']"
Miss Congeniality,"['Comedy', 'Action']"
My Neighbor Totoro,"['Adventure', 'Fantasy']"
Mulholland Drive,"['Mystery', 'Drama']"
Meet the Feebles,"['Parody', 'Comedy']"
Nanook of the North,[]
Natural Born Killers,['Drama']
"O Brother, Where Art Thou?","['Parody', 'Adventure', 'Comedy', 'Action']"
Otaku no Video,"['Drama', 'Comedy']"
Original Sin,"['Mystery', 'Drama']"
Orgy of the Dead,['Horror']
Paths of Glory,['Drama']
,[]
Princess Mononoke,"['Fantasy', 'Adventure']"
The Rocky Horror Picture Show,"['Parody', 'Horror', 'Musical', 'Comedy']"
Raging Bull,"['Biography', 'Sports', 'Drama']"
Repo Man,"['Action', 'Comedy']"
Star Trek: Generations,"['Action', 'Adventure']"
Star Trek: First Contact,"['Action', 'Adventure']"
Star Trek II: The Wrath of Khan,"['Action', 'Adventure']"
Saving Private Ryan,"['Drama', 'Action']"
Stargate,"['Action', 'Adventure']"
Salò o le 120 giornate di Sodoma,['Drama']
Scared to Death,"['Mystery', 'Horror']"
The Texas Chain Saw Massacre,"['Mystery', 'Horror']"
The Big Lebowski,['Comedy']
The Rock,['Action']
The Graduate,"['Drama', 'Comedy']"
The Breakfast Club,"['Drama', 'Comedy']"
Taxi Driver,['Drama']
The Silence of the Lambs,"['Horror', 'Drama']"
The Matrix,"['Adventure', 'Action']"
Triumph of the Will,[]
The Incredible Shrinking Man,['Horror']
Night of the Living Dead,"['Horror', 'Mystery']"
The Terminator,['Action']
The Big Country,['Drama']
The Year of Living Dangerously,['Drama']
Twelve Monkeys,"['Mystery', 'Drama']"
The Crying Game,['Drama']
The Sixth Sense,"['Horror', 'Drama']"
The Shawshank Redemption,['Drama']
The Terrorist,['Drama']
The Thing,"['Mystery', 'Horror']"
The Wedding Planner,"['Drama', 'Comedy']"
The Princess Bride,"['Adventure', 'Fantasy', 'Comedy', 'Action']"
The Parent Trap,['Comedy']
THX 1138,"['Mystery', 'Drama']"
The Straight Story,"['Biography', 'Adventure', 'Drama']"
Seven Samurai,['Drama']
The Magnificent Seven,['Drama']
"The Good, the Bad and the Ugly",['Action']
The Day After,['Drama']
Threads,['Drama']
Until the End of the World,"['Drama', 'Adventure']"
Unbreakable,[]
U-571,"['Adventure', 'Action']"
Wings of Desire,"['Fantasy', 'Drama']"
Wild Strawberries,['Drama']
When Harry Met Sally...,"['Drama', 'Comedy']"
Waterloo,"['Action', 'Drama']"
WarGames,[]
The War Game,['Drama']
Traffic,['Drama']
Powaqqatsi,[]
JFK,"['Mystery', 'Biography', 'Drama']"
Léon: The Professional,"['Drama', 'Action']"
Forrest Gump,['Drama']
All About Eve,['Drama']
Gentleman's Agreement,['Drama']
Crossfire,['Drama']
The Greatest Show on Earth,"['Drama', 'Adventure']"
Midnight Cowboy,['Drama']
The Best Years of Our Lives,['Drama']
Beautiful Girls,"['Drama', 'Comedy']"
Anywhere But Here,"['Comedy', 'Drama']"
Everyone Says I Love You,"['Musical', 'Comedy']"
From Here to Eternity,['Drama']
The Lost Weekend,['Drama']
The Wicker Man,"['Mystery', 'Horror']"
On the Waterfront,['Drama']
Going My Way,"['Musical', 'Drama', 'Comedy']"
In the Bedroom,['Drama']
The Bridge on the River Kwai,"['Drama', 'Adventure']"
Chang,['Drama']
Gattaca,['Drama']
Back to the Future,"['Adventure', 'Comedy']"
K-19: The Widowmaker,"['Drama', 'Action']"
Lawrence of Arabia,"['Adventure', 'Drama', 'Action']"
Heat,"['Drama', 'Action']"
The Apartment,"['Drama', 'Comedy']"
American Beauty,"['Drama', 'Comedy']"
The Life of Emile Zola,"['Biography', 'Drama']"
San Francisco,['Drama']
Amélie,"['Fantasy', 'Comedy', 'Drama']"
Where the Heart Is,"['Drama', 'Comedy']"
The Great Ziegfeld,"['Biography', 'Musical', 'Drama']"
Green Card,['Comedy']
Cast Away,"['Drama', 'Adventure']"
It Happened One Night,['Comedy']
Grand Hotel,['Drama']
Anne of the Thousand Days,['Drama']
Animal Crackers,"['Musical', 'Comedy']"
Reds,"['Biography', 'Drama']"
Soylent Green,"['Mystery', 'Drama']"
The Last Laugh,['Drama']
The Abyss,['Drama']
Zorba the Greek,"['Drama', 'Adventure']"
Rocky,"['Sports', 'Drama', 'Action']"
Incubus,['Horror']
Airplane!,"['Parody', 'Comedy']"
Black Narcissus,['Drama']
Metropolis,"['Fantasy', 'Drama', 'Action', 'Adventure']"
Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action']"
French Kiss,['Comedy']
Star Wars Episode VI: Return of the Jedi,"['Adventure', 'Fantasy', 'Action']"
Star Wars Episode I: The Phantom Menace,"['Action', 'Fantasy', 'Adventure']"
Star Wars Episode II: Attack of the Clones,"['Adventure', 'Fantasy', 'Action']"
The Luzhin Defence,['Drama']
Indiana Jones and the Last Crusade,['Adventure']
Breakfast at Tiffany's,"['Drama', 'Comedy']"
Mars Needs Women,['Comedy']
Titanic,['Drama']
Independence Day,['Action']
Armageddon,"['Action', 'Adventure']"
Star Wars Episode IV: A New Hope,"['Adventure', 'Fantasy', 'Action']"
Toy Story,"['Adventure', 'Fantasy', 'Comedy']"
Star Wars Episode V: The Empire Strikes Back,"['Adventure', 'Fantasy', 'Action']"
Vanilla Sky,['Mystery']
Leaving Las Vegas,['Drama']
Indiana Jones and the Raiders of the Lost Ark,"['Adventure', 'Action']"
Pulp Fiction,['Drama']
Saturday Night Fever,"['Musical', 'Drama']"
Coming to America,"['Drama', 'Comedy']"
Forbidden Planet,['Adventure']
Total Recall,"['Adventure', 'Action']"
Star Wars Episode III: Revenge of the Sith,"['Action', 'Fantasy', 'Adventure']"
Miller's Crossing,['Drama']
Sleepy Hollow,"['Horror', 'Mystery', 'Fantasy']"
Mulan,"['Adventure', 'Musical', 'Drama']"
Casablanca,['Drama']
Donnie Darko,"['Mystery', 'Fantasy', 'Drama']"
The Manchurian Candidate,"['Mystery', 'Drama']"
Wall Street,['Drama']
She Done Him Wrong,['Comedy']
The Good Earth,['Drama']
It's a Wonderful Life,"['Drama', 'Fantasy']"
The Red Shoes,"['Musical', 'Drama']"
Seven Brides for Seven Brothers,"['Musical', 'Drama', 'Comedy', 'Adventure']"
Chasing Amy,"['Drama', 'Comedy']"
Wings,"['Adventure', 'Drama', 'Action']"
Skippy,"['Drama', 'Comedy']"
The Champ,"['Sports', 'Drama']"
Five Star Final,['Drama']
Shanghai Express,['Drama']
The Smiling Lieutenant,"['Musical', 'Comedy']"
I Am a Fugitive from a Chain Gang,['Drama']
Lady for a Day,"['Drama', 'Comedy']"
The Private Life of Henry VIII,"['Biography', 'Drama']"
Song of the South,['Musical']
Flirtation Walk,['Musical']
The Gay Divorcee,"['Musical', 'Comedy']"
The Thin Man,"['Mystery', 'Drama', 'Comedy']"
The Broadway Melody,"['Drama', 'Musical']"
The Patriot,"['Action', 'Drama']"
The Big House,['Drama']
Disraeli,"['Biography', 'Drama']"
The Divorcee,['Drama']
The Love Parade,"['Musical', 'Comedy']"
Broadway Melody of 1936,"['Musical', 'Comedy']"
Captain Blood,"['Adventure', 'Action']"
The Informer,['Drama']
The Lives of a Bengal Lancer,"['Adventure', 'Drama', 'Action']"
Naughty Marietta,"['Musical', 'Drama']"
Top Hat,"['Musical', 'Comedy']"
Anthony Adverse,"['Adventure', 'Drama']"
Libeled Lady,['Comedy']
Mr. Deeds Goes to Town,"['Drama', 'Comedy']"
The Story of Louis Pasteur,"['Biography', 'Drama']"
A Tale of Two Cities,"['Drama', 'Action']"
The Awful Truth,['Comedy']
Dead End,['Drama']
In Old Chicago,['Drama']
Lost Horizon,"['Adventure', 'Fantasy', 'Drama']"
One Hundred Men and a Girl,"['Musical', 'Comedy']"
Stage Door,"['Drama', 'Comedy']"
All About My Mother,"['Drama', 'Comedy']"
Sunrise: A Song of Two Humans,['Drama']
The Adventures of Robin Hood,"['Adventure', 'Drama', 'Action']"
Four Daughters,"['Musical', 'Drama']"
Grand Illusion,['Drama']
Test Pilot,['Drama']
Dark Victory,['Drama']
Love Affair,['Drama']
Mr. Smith Goes to Washington,['Drama']
Ninotchka,['Comedy']
Of Mice and Men,['Drama']
Stagecoach,['Drama']
The Sting,"['Drama', 'Comedy', 'Action']"
The Philadelphia Story,['Comedy']
The Ring,"['Horror', 'Mystery']"
All This and Heaven Too,['Drama']
Foreign Correspondent,[]
The Great Dictator,['Comedy']
The Long Voyage Home,"['Drama', 'Action']"
Day of the Dead,['Horror']
Touch of Evil,['Mystery']
Apt Pupil,"['Drama', 'Horror']"
Lenny,"['Biography', 'Drama']"
Goodfellas,['Drama']
The Big Blue,"['Adventure', 'Drama']"
Dawn of the Dead,['Horror']
A Knight's Tale,"['Adventure', 'Drama', 'Comedy', 'Action']"
Schindler's List,"['Biography', 'Drama']"
M,['Drama']
Fly Away Home,"['Drama', 'Adventure']"
The Conversation,"['Mystery', 'Drama']"
Annie Hall,"['Drama', 'Comedy']"
Clue,"['Parody', 'Mystery', 'Comedy']"
Above the Law,['Action']
Marked for Death,['Action']
Hard to Kill,['Action']
Under Siege,['Action']
Out for Justice,['Action']
On Deadly Ground,"['Action', 'Adventure']"
Executive Decision,['Action']
Under Siege 2: Dark Territory,"['Drama', 'Action']"
The Glimmer Man,['Action']
Fire Down Below,['Action']
The Prince of Central Park,['Drama']
Ticker,['Action']
Exit Wounds,"['Mystery', 'Action']"
Half Past Dead,['Action']
Strategic Air Command,['Drama']
The Caine Mutiny,['Drama']
All That Jazz,"['Musical', 'Drama', 'Fantasy']"
The African Queen,"['Adventure', 'Drama', 'Action']"
Abbott and Costello Meet Frankenstein,"['Parody', 'Horror', 'Comedy']"
Adam's Rib,['Comedy']
Chinatown,"['Mystery', 'Drama']"
Kiss Me Deadly,"['Mystery', 'Drama']"
All That Heaven Allows,['Drama']
"America, America",['Drama']
American Graffiti,"['Comedy', 'Drama']"
The Blood of Jesus,[]
Badlands,"['Mystery', 'Drama']"
Bonnie and Clyde,"['Drama', 'Action']"
True Lies,['Action']
The General,"['Action', 'Comedy']"
Jurassic Park,"['Horror', 'Adventure', 'Action']"
McCabe & Mrs. Miller,"['Adventure', 'Drama']"
The Ladykillers,['Comedy']
Spirited Away,"['Adventure', 'Fantasy']"
The Quiet Man,"['Drama', 'Comedy']"
Brief Encounter,['Drama']
Dune,"['Adventure', 'Drama', 'Action']"
The Third Man,"['Mystery', 'Drama']"
Hellraiser,['Horror']
Creature from the Black Lagoon,"['Horror', 'Adventure']"
Signs,"['Horror', 'Mystery', 'Drama']"
Aladdin,"['Adventure', 'Musical', 'Fantasy', 'Comedy']"
The Band Wagon,"['Musical', 'Comedy']"
The Big Parade,['Drama']
The Black Pirate,"['Drama', 'Action']"
Blacksmith Scene,[]
Bride of Frankenstein,"['Horror', 'Comedy']"
Bringing up Baby,['Comedy']
Broken Blossoms,['Drama']
Chan Is Missing,"['Drama', 'Comedy', 'Action']"
The Cheat,['Drama']
City Lights,"['Drama', 'Comedy']"
Sullivan's Travels,"['Adventure', 'Drama', 'Comedy']"
Civilization,"['Fantasy', 'Drama']"
North by Northwest,"['Adventure', 'Mystery', 'Drama', 'Action']"
The Day the Earth Stood Still,['Drama']
Dead Birds,[]
The Deer Hunter,['Drama']
Detour,"['Mystery', 'Drama']"
Do the Right Thing,"['Drama', 'Comedy']"
The Docks of New York,['Drama']
Dont Look Back,['Drama']
Double Indemnity,['Drama']
Duck Amuck,[]
Duck Soup,"['Musical', 'Comedy']"
E.T. the Extra-Terrestrial,"['Adventure', 'Fantasy', 'Drama']"
Easy Rider,"['Action', 'Drama', 'Adventure']"
El Norte,"['Drama', 'Adventure']"
Five Easy Pieces,['Drama']
Flash Gordon,"['Adventure', 'Action']"
Footlight Parade,['Musical']
Force of Evil,['Drama']
Frankenstein,['Horror']
Freaks,"['Horror', 'Drama']"
Fury,['Drama']
Man Bites Dog,['Comedy']
The Godfather Part II,['Drama']
The Gold Rush,"['Drama', 'Comedy']"
The Great Train Robbery,[]
Greed,['Drama']
Gun Crazy,['Drama']
The Heiress,['Drama']
Hell's Hinges,[]
High Noon,['Drama']
His Girl Friday,"['Drama', 'Comedy']"
The Hitch-Hiker,['Drama']
The Mexican,"['Adventure', 'Comedy', 'Action']"
Hoosiers,"['Sports', 'Drama']"
The Hospital,"['Parody', 'Comedy']"
How the West Was Won,"['Adventure', 'Drama', 'Action']"
The Immigrant,"['Drama', 'Comedy']"
In the Land of the Head Hunters,['Drama']
Invasion of the Body Snatchers,['Horror']
Plane Crazy,['Comedy']
Brazil,"['Fantasy', 'Comedy', 'Drama']"
Rear Window,['Mystery']
The Italian,['Drama']
Jaws,[]
Killer of Sheep,['Drama']
The Lady Eve,['Comedy']
Lassie Come Home,"['Adventure', 'Drama']"
The Last Picture Show,['Drama']
Laura,"['Mystery', 'Drama']"
The Learning Tree,['Drama']
The Life and Death of 9413: a Hollywood Extra,[]
Little Fugitive,['Drama']
Little Miss Marker,"['Drama', 'Comedy', 'Adventure']"
Love Finds Andy Hardy,['Comedy']
Love Me Tonight,"['Musical', 'Comedy']"
Magical Maestro,[]
Manhattan,['Comedy']
Meet Me in St. Louis,['Musical']
Meshes of the Afternoon,[]
The Miracle of Morgan's Creek,"['Parody', 'Comedy']"
Modern Times,"['Drama', 'Comedy']"
Morocco,['Drama']
The Music Box,['Comedy']
My Darling Clementine,"['Action', 'Drama']"
My Man Godfrey,['Comedy']
Suspicion,['Mystery']
Spaceballs,"['Parody', 'Adventure', 'Comedy']"
The Naked Spur,['Action']
Nashville,"['Musical', 'Drama']"
National Lampoon's Animal House,['Comedy']
A Night at the Opera,"['Musical', 'Comedy']"
The Night of the Hunter,"['Mystery', 'Drama']"
Nothing But a Man,['Drama']
Out of the Past,"['Mystery', 'Drama']"
The Ox-Bow Incident,"['Drama', 'Action']"
The Outlaw Josey Wales,[]
Z,"['Mystery', 'Drama']"
Dangerous Liaisons,"['Drama', 'Comedy']"
Ran,"['Drama', 'Action']"
Who Framed Roger Rabbit,"['Parody', 'Mystery', 'Fantasy', 'Comedy', 'Action']"
Porky in Wackyland,[]
The Producers,"['Parody', 'Musical', 'Comedy']"
The Public Enemy,['Drama']
Rebel Without a Cause,['Drama']
Red River,[]
Ride the High Country,['Action']
Road to Morocco,"['Musical', 'Comedy', 'Action']"
Roman Holiday,"['Drama', 'Comedy']"
Safety Last!,"['Comedy', 'Adventure']"
Salesman,['Biography']
Salt of the Earth,['Drama']
Scarface,['Drama']
The Searchers,['Drama']
Shadow of a Doubt,"['Mystery', 'Drama']"
Shaft,"['Mystery', 'Drama', 'Action']"
"Sherlock, Jr.","['Fantasy', 'Comedy', 'Drama']"
Shock Corridor,"['Mystery', 'Drama']"
Shane,['Drama']
The Shop Around the Corner,"['Drama', 'Comedy']"
Sky High,[]
Snow White,[]
Snow White and the Seven Dwarfs,"['Musical', 'Fantasy']"
Some Like It Hot,['Comedy']
Sunset Boulevard,['Drama']
Sweet Smell of Success,['Drama']
Tabu,"['Drama', 'Adventure']"
The Tall T,['Action']
The Ten Commandments,"['Adventure', 'Drama']"
The Thief of Bagdad,"['Fantasy', 'Drama', 'Adventure']"
The Thing,['Horror']
To Be or Not to Be,"['Parody', 'Drama', 'Comedy']"
